year,rank,restaurant,location,country,lat,lng,Cuisine,Description
2006,13,Gambero Rosso,Vernazza,Italy,44.1353502,9.6827957,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Vernazza, Italy."
2006,14,Restaurant Gordon Ramsay,London,United Kingdom,51.5072178,-0.1275862,French / Modern European,"A fine-dining institution in London offering classic French cuisine with modern precision, helmed by celebrity chef Gordon Ramsay."
2006,15,Alain Ducasse,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,16,Jean Georges,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2006,17,Le Cinq,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,18,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2006,19,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2006,20,Chez Panisse,Berkeley,United States,37.8715226,-122.273042,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Berkeley, United States."
2006,21,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2006,22,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,23,Hof van Cleve,Kruisem,Belgium,50.9045204,3.5281422,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruisem, Belgium."
2006,24,Troisgros,Ouches,France,46.014944,3.986587,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Ouches, France."
2006,25,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,26,Charlie Trotter's,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2006,27,Le Gavroche,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2006,28,La Colombe,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2006,29,Enoteca Pinchiorri,Florence,Italy,43.7699685,11.2576706,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Florence, Italy."
2006,30,Rockpool,Sydney,Australia,-33.8688197,151.2092955,Modern Australian / Asian Fusion,"Blending Australian ingredients with Asian flavors, Rockpool became a staple of Sydney’s high-end dining scene."
2006,31,Le Calandre,Padua,Italy,45.4105029,11.8782071,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Padua, Italy."
2006,32,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2006,33,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2006,34,Dieter Mueller,Gladbach,Germany,51.1941686,6.4315392,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Gladbach, Germany."
2006,35,St John,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2006,36,Hakkasan,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2006,37,Martin Berasategui,Lasarte-Oria,Spain,43.2684377,-2.0178149,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Lasarte-Oria, Spain."
2006,38,Le Quartier Français,Franschhoek,South Africa,-33.9127211,19.1212795,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Franschhoek, South Africa."
2006,39,Chez Dominique,Helsinki,Finland,60.1698556,24.938379,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Helsinki, Finland."
2006,40,L'Ambroisie,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,41,Die Schwarzaldstube,Baiersbronn,Germany,48.5089458,8.3706727,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Baiersbronn, Germany."
2006,42,Dal Pescatore,Canneto sull'Oglio,Italy,45.1515537,10.3828899,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Canneto sull'Oglio, Italy."
2006,43,Bocuse,Lyon,France,45.764043,4.835659,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Lyon, France."
2006,44,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2006,45,Gramercy Tavern,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2006,46,Bukhara,New Delhi,India,28.6139298,77.2088282,Indian,"A distinguished restaurant offering indian cuisine, known for its quality and culinary creativity in New Delhi, India."
2006,47,De Karmeliet,Bruges,Belgium,51.2093707,3.2247548,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Bruges, Belgium."
2006,48,Oaxen Krog,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2006,49,Comme Chez Soi,Brussels,Belgium,50.8476424,4.3571696,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Brussels, Belgium."
2006,50,D.O.M.,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2007,1,El Bulli,Roses,Spain,42.2639489,3.1795528,Modernist / Molecular Gastronomy,"Pioneering molecular gastronomy, El Bulli was famed for its innovative techniques and multi-sensory dining experience led by chef Ferran Adrià."
2007,2,The Fat Duck,Maidenhead,United Kingdom,51.5225605,-0.7243082,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Maidenhead, United Kingdom."
2007,3,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,4,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2007,5,Tetsuya's,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2007,6,Bras,Laguiole,France,44.683579,2.845605,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Laguiole, France."
2007,7,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2007,8,Le Louis XV,Monaco,Monaco,43.7384176,7.42461579,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Monaco, Monaco."
2007,9,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2007,10,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2007,11,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2007,12,Gambero Rosso,Vernazza,Italy,44.1353502,9.6827957,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Vernazza, Italy."
2007,13,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,14,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2007,15,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2007,16,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2007,17,Nobu,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2007,18,Jean Georges,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2007,19,Hakkasan,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2007,20,Alain Ducasse au Plaza Athénée,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,21,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,22,Can Fabes,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2007,23,L'Ambroisie,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,24,Restaurant Gordon Ramsay,London,United Kingdom,51.5072178,-0.1275862,French / Modern European,"A fine-dining institution in London offering classic French cuisine with modern precision, helmed by celebrity chef Gordon Ramsay."
2007,25,Troisgros,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,26,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2007,27,Martin Berasategui,Lasarte-Oria,Spain,43.2684377,-2.0178149,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Lasarte-Oria, Spain."
2007,28,Le Gavroche,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2007,29,Le Cinq,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,30,Charlie Trotter's,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2007,31,Dal Pescatore,Canneto sull'Oglio,Italy,45.1515537,10.3828899,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Canneto sull'Oglio, Italy."
2007,32,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2007,33,Rockpool,Sydney,Australia,-33.8688197,151.2092955,Modern Australian / Asian Fusion,"Blending Australian ingredients with Asian flavors, Rockpool became a staple of Sydney’s high-end dining scene."
2007,34,St John,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2007,35,Chez Dominique,Helsinki,Finland,60.1698556,24.938379,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Helsinki, Finland."
2007,36,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2007,37,Bukhara,New Delhi,India,28.6139298,77.2088282,Indian,"A distinguished restaurant offering indian cuisine, known for its quality and culinary creativity in New Delhi, India."
2007,38,D.O.M.,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2007,39,Oaxen Krog,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2007,40,Chez Panisse,Berkeley,United States,37.8715226,-122.273042,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Berkeley, United States."
2007,41,Enoteca Pinchiorri,Florence,Italy,43.7699685,11.2576706,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Florence, Italy."
2007,42,Cracco Peck,Milan,Italy,45.468503,9.18240269,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Milan, Italy."
2007,43,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,44,River Café,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2007,45,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2007,46,Combal Zero,Rivoli,Italy,45.0704608,7.5198702,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rivoli, Italy."
2007,47,Le Quartier Français,Franschhoek,South Africa,-33.9127211,19.1212795,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Franschhoek, South Africa."
2007,48,Taillevent,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2007,49,Bocuse,Lyon,France,45.764043,4.835659,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Lyon, France."
2007,50,Les Ambassadeurs,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,1,El Bulli,Roses,Spain,42.2639489,3.1795528,Modernist / Molecular Gastronomy,"Pioneering molecular gastronomy, El Bulli was famed for its innovative techniques and multi-sensory dining experience led by chef Ferran Adrià."
2008,2,The Fat Duck,Maidenhead,United Kingdom,51.5225605,-0.7243082,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Maidenhead, United Kingdom."
2008,3,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,4,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2008,5,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2008,6,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2008,7,Bras,Laguiole,France,44.683579,2.845605,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Laguiole, France."
2008,8,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2008,9,Tetsuya's,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2008,10,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2008,11,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,12,Gambero Rosso,Vernazza,Italy,44.1353502,9.6827957,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Vernazza, Italy."
2008,13,Restaurant Gordon Ramsay,London,United Kingdom,51.5072178,-0.1275862,French / Modern European,"A fine-dining institution in London offering classic French cuisine with modern precision, helmed by celebrity chef Gordon Ramsay."
2008,14,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,15,Le Louis XV,Monaco,Monaco,43.7384176,7.42461579,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Monaco, Monaco."
2008,16,St John,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2008,17,Jean Georges,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2008,18,Alain Ducasse au Plaza Athénée,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,19,Hakkasan,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2008,20,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2008,21,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2008,22,Le Gavroche,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2008,23,Dal Pescatore,Canneto sull'Oglio,Italy,45.1515537,10.3828899,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Canneto sull'Oglio, Italy."
2008,24,Le Cinq,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,25,Troisgros,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,26,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2008,27,L'Hotel de Ville - Philippe Rochat,Crissier,Switzerland,46.5518687,6.5743458,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Crissier, Switzerland."
2008,28,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2008,29,Martin Berasategui,Lasarte-Oria,Spain,43.2684377,-2.0178149,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Lasarte-Oria, Spain."
2008,30,Nobu,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2008,31,Can Fabes,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2008,32,Enoteca Pinchiorri,Florence,Italy,43.7699685,11.2576706,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Florence, Italy."
2008,33,Le Meurice,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,34,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2008,35,Die Schwarzaldstube,Baiersbronn,Germany,48.5089458,8.3706727,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Baiersbronn, Germany."
2008,36,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2008,37,Chez Panisse,Berkeley,United States,37.8715226,-122.273042,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Berkeley, United States."
2008,38,Charlie Trotter's,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2008,39,Chez Dominique,Helsinki,Finland,60.1698556,24.938379,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Helsinki, Finland."
2008,40,D.O.M.,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2008,41,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2008,42,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2008,43,Ristorante Cracco,Milan,Italy,45.468503,9.18240269,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Milan, Italy."
2008,44,Asador Etxebarri,Axte,Spain,40.463667,-3.74922,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axte, Spain."
2008,45,Les Ambassadeurs,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,46,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2008,47,Tantris,München,Germany,48.1351253,11.5819806,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in München, Germany."
2008,48,Oaxen Krog,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2008,49,Rockpool,Sydney,Australia,-33.8688197,151.2092955,Modern Australian / Asian Fusion,"Blending Australian ingredients with Asian flavors, Rockpool became a staple of Sydney’s high-end dining scene."
2008,50,Le Quartier Français,Franschhoek,South Africa,-33.9127211,19.1212795,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Franschhoek, South Africa."
2009,1,El Bulli,Roses,Spain,42.2639489,3.1795528,Modernist / Molecular Gastronomy,"Pioneering molecular gastronomy, El Bulli was famed for its innovative techniques and multi-sensory dining experience led by chef Ferran Adrià."
2009,2,The Fat Duck,Maidenhead,United Kingdom,51.5225605,-0.7243082,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Maidenhead, United Kingdom."
2009,3,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2009,4,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2009,5,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2009,6,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2009,7,Bras,Laguiole,France,44.683579,2.845605,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Laguiole, France."
2009,8,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2009,9,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2009,10,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2009,11,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2009,12,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2009,13,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2009,14,St John,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2009,15,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2009,16,L'Hotel de Ville - Philippe Rochat,Crissier,Switzerland,46.5518687,6.5743458,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Crissier, Switzerland."
2009,17,Tetsuya's,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2009,18,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2009,19,Jean Georges,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2009,20,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2009,21,Chez Dominique,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2009,22,Ristorante Cracco,Milan,Italy,45.468503,9.18240269,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Milan, Italy."
2009,23,Die Schwarzaldstube,Baiersbronn,Germany,48.5089458,8.3706727,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Baiersbronn, Germany."
2009,24,D.O.M.,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2009,25,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2009,26,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2009,27,Masa,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
